date,store_id,product_id,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,holiday/promotion,competitor_pricing,visitors,cost,category_Electronics,category_Furniture,category_Groceries,category_Toys,region_North,region_South,region_West,weather_condition_Rainy,weather_condition_Snowy,weather_condition_Sunny,seasonality_Spring,seasonality_Summer,seasonality_Winter,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,conversion_rate,price_demand_ratio,stock_remaining,traffic_intensity,day_of_week,month,is_weekend
2022-01-01,S001,P0001,231,127,55,135.47,33.5,20,0,29.69,279,20.15,0,0,1,0,1,0,0,1,0,0,0,0,0,13.350000000000001,0.3985074626865672,0.9306074595149118,0.5474137931034483,3.8099999999999987,26.8,3403.6,0.45357142857142857,0.26171875,104,1.2025862068965518,5,1,1
2022-01-01,S001,P0002,204,150,66,144.04,63.01,20,0,66.16,379,38.28,0,0,0,1,0,1,0,0,0,1,0,0,0,24.729999999999997,0.39247738454213615,1.0341974627688915,0.7317073170731707,-3.1499999999999986,50.408,7561.2,0.39473684210526316,0.4172847682119205,54,1.8487804878048781,5,1,1
2022-01-01,S001,P0003,102,65,51,74.02,27.99,10,1,31.32,207,21.54,0,0,0,1,0,0,1,0,0,1,0,1,0,6.449999999999999,0.23043944265809216,0.8664356171687551,0.6310679611650486,-3.330000000000002,25.191,1637.415,0.3125,0.4240909090909091,37,2.0097087378640777,5,1,1
2022-01-01,S001,P0004,469,61,164,62.18,32.72,10,1,34.74,125,16.37,0,0,0,1,1,0,0,0,0,0,0,0,0,16.349999999999998,0.4996943765281173,0.9654954099398544,0.12978723404255318,-2.020000000000003,29.447999999999997,1796.3279999999997,0.48412698412698413,0.5277419354838709,408,0.26595744680851063,5,1,1
2022-01-01,S001,P0005,166,14,135,9.26,73.64,0,0,68.95,170,39.08,1,0,0,0,0,0,0,0,0,1,0,1,0,34.56,0.4693101575230853,1.364522417153996,0.08383233532934131,4.689999999999998,73.64,1030.96,0.08187134502923976,4.9093333333333335,152,1.0179640718562875,5,1,1
2022-01-01,S001,P0006,138,128,102,139.82,76.83,10,1,79.35,249,44.84,0,0,1,0,0,1,0,0,0,1,0,0,1,31.989999999999995,0.41637381231289855,0.9089617951995456,0.920863309352518,-2.519999999999996,69.14699999999999,8850.815999999999,0.512,0.5955813953488373,10,1.79136690647482,5,1,1
2022-01-01,S001,P0007,359,97,167,108.92,34.16,10,1,36.55,335,17.59,0,1,0,0,0,0,0,1,0,0,0,0,1,16.569999999999997,0.4850702576112412,0.8824599708879185,0.26944444444444443,-2.3900000000000006,30.743999999999996,2982.1679999999997,0.28869047619047616,0.34857142857142853,262,0.9305555555555556,5,1,1
2022-01-01,S001,P0008,380,312,54,329.73,97.99,5,0,100.09,382,66.56,0,0,0,0,1,0,0,0,0,0,1,0,0,31.429999999999993,0.3207470150015307,0.9433677017506727,0.8188976377952756,-2.1000000000000085,93.09049999999999,29044.235999999997,0.814621409921671,0.3130670926517572,68,1.0026246719160106,5,1,1
2022-01-01,S001,P0009,183,175,135,174.15,20.74,10,0,17.66,327,10.72,1,0,0,0,0,0,1,0,0,0,0,0,0,10.019999999999998,0.4831243972999035,0.9991435912075364,0.9510869565217391,3.0799999999999983,18.666,3266.55,0.5335365853658537,0.11784090909090908,8,1.7771739130434783,5,1,1
2022-01-01,S001,P0010,108,28,196,24.47,59.99,0,1,61.21,199,35.14,0,0,0,1,0,1,0,1,0,0,0,0,1,24.85,0.41423570595099185,1.099332548095799,0.25688073394495414,-1.2199999999999989,59.99,1679.72,0.14,2.0686206896551727,80,1.8256880733944953,5,1,1
