Date,Baseline_Revenue,ML_Revenue,Daily_Lift_Pct
2023-08-08,1492.2713518490277,1511.0245740568425,1.2566898228380698
2023-08-09,23731.245861795684,29165.528456296608,22.899272234372805
2023-08-10,15727.59189314819,17776.21884675259,13.0256873876343
2023-08-11,7647.357623999568,8941.698360935161,16.925332913339712
2023-08-12,15790.938175,19965.245206113614,26.43482600496987
2023-08-13,39546.767017094375,48087.303510006815,21.596042197888725
2023-08-14,4301.818875,5452.551985229429,26.74992006095164
2023-08-16,44538.81080789128,56827.7334864537,27.591492578389854
2023-08-17,26492.703194959046,35122.508939785235,32.57427406074683
2023-08-18,5813.7188875,8629.871293753817,48.439775997920854
2023-08-19,27335.80005313468,32360.819949656936,18.38256018391538
2023-08-20,28720.67961280059,35076.08993561268,22.1283423947236
2023-08-21,7165.350982689606,9463.524875369632,32.073430851218085
2023-08-22,56247.84301219746,67420.9561874607,19.864074028297104
2023-08-23,3142.521825,3838.7668362739887,22.15561418651369
2023-08-24,33434.08472267699,43554.60511212893,30.270068624273105
2023-08-25,19561.065957381124,23862.69749937537,21.990782871273314
2023-08-26,50963.84955431988,65300.29807947129,28.130623276153603
2023-08-28,47117.28349149009,57523.0452326332,22.084808312479453
2023-08-29,27029.05817762637,33537.10796706799,24.07797469920256
2023-08-30,28327.232593696663,35096.05638558319,23.8951114250134
2023-08-31,9687.43246803413,11332.699483284106,16.98351984056566
2023-09-01,8596.2374,11443.218083762085,33.11891646643083
2023-09-02,39641.85973871011,47158.922599378806,18.962437459331188
2023-09-03,50869.722374420366,60426.16764374784,18.786116423023554
2023-09-04,11594.239994267165,14377.352348800845,24.004267256066843
2023-09-05,48142.57554369676,55746.90553559325,15.795436588128522
2023-09-06,13659.41533045414,17892.632686615267,30.99120462881762
2023-09-07,51515.36600684865,58764.00783369354,14.070834371789628
2023-09-08,15167.713966644074,17939.53905817114,18.2745079292944
2023-09-09,62425.853487627406,74235.76654222651,18.91830450814708
2023-09-10,1687.2957425889044,1831.250773369555,8.531701180006117
2023-09-11,12489.397123101005,13872.854887042427,11.077058006126734
2023-09-12,41781.62443852516,52796.57016945353,26.36313422216281
2023-09-13,41707.990583472056,51648.77340995653,23.83424060334324
2023-09-14,15222.24,19119.312109938324,25.601173742749584
2023-09-15,67.28,825.1957534359027,1126.5097405408778
2023-09-16,43943.81831312314,53886.87712442665,22.626752050661402
2023-09-17,13982.11516806656,16493.119886090815,17.958689996768744
2023-09-18,42198.9236546502,49395.99320694181,17.055102189788933
2023-09-19,11875.23217946846,13520.122452960753,13.851436743579695
2023-09-20,23576.57292076396,27453.598228329807,16.444397243805266
2023-09-21,45626.888922483886,58607.05899656765,28.44851003568519
2023-09-22,34388.121336236414,41489.79653038882,20.65153581585461
2023-09-23,26698.063595325733,32972.57309566089,23.501740034186188
2023-09-24,16621.875581795623,20929.777325163053,25.917061658706373
2023-09-25,18398.03299210857,22567.38791269208,22.661960234400407
2023-09-26,9669.152122775544,11298.723746848318,16.853304233722238
2023-09-27,21932.331682964603,27268.25463392557,24.329027246590087
2023-09-28,37768.15946975227,47731.24626735272,26.37959312150141
2023-09-29,10948.19256929234,13734.638475198251,25.451195603933552
2023-09-30,40195.686767251704,49230.37496458466,22.476760378911386
2023-10-01,40557.03560978372,50632.32911552455,24.842282859821076
2023-10-02,14326.624999129048,18148.9606801289,26.679945075914407
2023-10-03,16637.530429994622,20306.444252169895,22.05203372948216
2023-10-04,8816.709443472802,9830.00489433122,11.492898312630471
2023-10-05,2593.3390526657276,3577.325174760019,37.94282591328885
2023-10-06,10489.965353708252,10857.564253047765,3.5042908812807956
2023-10-07,1175.3400000000001,1536.9732828152046,30.768397469260332
2023-10-08,48120.25621871669,58063.12700519581,20.66254747540554
2023-10-09,44094.93512975428,54231.00846089958,22.986933309503165
2023-10-10,19745.256684093038,24207.572900851963,22.59943381923117
2023-10-11,32090.657477873818,41572.38974848605,29.546706162532786
2023-10-12,28825.35617602209,33874.51619607399,17.516383801883308
2023-10-13,3501.73395,4325.7151132017925,23.530661522751974
2023-10-14,897.1403,1535.0166338521844,71.10106789898796
2023-10-15,14473.1887125,18198.008886683863,25.736002260281893
2023-10-16,21636.00044711326,28681.213129211505,32.562453949469386
2023-10-17,11126.943449999999,13755.221358174018,23.620843585522305
2023-10-18,16513.24362286624,20915.89332306482,26.66132590754089
2023-10-19,43143.46892670181,54035.90736479484,25.247015849834963
2023-10-20,33882.15,41513.81799558224,22.52415503615396
2023-10-22,49322.397335982445,62998.38686673862,27.7277469657361
2023-10-23,15627.62798217822,18227.03840448334,16.63342911201556
2023-10-24,23861.896500000003,29104.699957064837,21.97144496484105
2023-10-25,16025.920887426037,18870.827614974758,17.75190797167132
2023-10-26,7602.7788,9511.967338974204,25.111720190704535
2023-10-27,49278.906949382035,62691.05507300059,27.216813346519952
2023-10-28,10552.601928001768,12989.144223254048,23.089493111521758
2023-10-29,37041.885299400434,44987.8196433987,21.451214698639767
2023-10-30,18522.269817009204,21495.533261516408,16.052370869669673
2023-10-31,42374.09117301098,50917.978159645056,20.162997600939395
2023-11-01,2798.184391340913,3850.7558454742975,37.616229201714035
2023-11-02,5788.70655,7572.838651192004,30.82091112723627
2023-11-03,26305.769472145257,33118.15260384929,25.896916411882763
2023-11-04,26501.37897252295,32047.54211532815,20.927828504907417
2023-11-05,10456.600500939305,12877.45297716188,23.151429338866993
2023-11-06,95187.44203624644,118527.83697619653,24.520456102877827
2023-11-07,19286.76868171252,22794.43830906224,18.18692226384012
2023-11-08,26542.36369530156,33952.74220550516,27.919060243739175
2023-11-09,43967.10228031829,51560.66904015742,17.271019389509238
2023-11-10,36266.34809646925,46665.43811619548,28.67421332874331
2023-11-11,35574.22070574304,45450.8848617304,27.763543262643807
2023-11-12,46985.64254630942,57635.396485912715,22.665974886066127
2023-11-13,17853.831204370228,21529.5844432683,20.588036241758175
2023-11-14,38990.542563731244,46091.59530976271,18.212243993333974
2023-11-15,38659.35482917955,44560.910395315484,15.265530405803664
2023-11-16,2252.551922850193,2510.410604301911,11.447402336699298
2023-11-17,13070.574736104189,16126.705991103545,23.381766423457716
2023-11-18,27080.46575991844,33287.201291396676,22.9196040662815
2023-11-19,6596.597240483743,8836.897348680297,33.961450525548045
2023-11-20,66145.25593162586,79791.55556762777,20.63080631225927
2023-11-21,14196.409000000001,18844.071955671847,32.73829991564659
2023-11-22,1014.2819490234374,2417.4226401685632,138.33832816369122
2023-11-23,14809.91772939316,18031.25574561318,21.751221546806082
2023-11-25,45369.17476064229,57548.57158851543,26.845092272735705
2023-11-26,26859.287566841904,36514.19467959033,35.94625169681536
2023-11-27,34956.64330602419,41102.825356527836,17.582300442000545
2023-11-28,27817.513427186826,34341.36584045256,23.452320533041586
2023-11-30,12020.737495138288,14106.382340789873,17.35039007793915
2023-12-01,40752.44676737406,47559.6135376184,16.70370078415533
2023-12-02,31608.30136791522,36319.29510363312,14.904292644146674
2023-12-03,40389.96335503671,49467.276237049824,22.47417954361961
2023-12-04,33072.00350810195,40386.49602840415,22.11687150586538
2023-12-05,26524.551846562503,30151.870669021544,13.675325575497443
2023-12-06,10682.377125,11317.698441690614,5.947377716180503
2023-12-07,8307.267674118757,11826.991441705186,42.36921098079104
2023-12-08,54656.90713571792,69352.86873342309,26.887656780896517
2023-12-09,19126.334811182234,23957.31766346594,25.258278180194072
2023-12-10,24342.53308964211,30601.067499091554,25.710284079319933
2023-12-11,11204.445692900561,13359.253947469275,19.231725634888466
2023-12-12,11876.414263191242,16077.760186044916,35.37554205965156
2023-12-13,54232.32721784004,63194.38449393466,16.52530462153301
2023-12-14,25663.86145883408,29486.74661367641,14.895985785203836
2023-12-15,25844.732430213953,33230.15391882237,28.57611897724443
2023-12-16,32619.612512603595,39917.86473375758,22.373816422050023
2023-12-17,9480.039048629236,10790.546070619543,13.823856792866257
2023-12-18,33624.17155378438,40439.23154955945,20.268335785980263
2023-12-19,20891.15096294402,23676.86387181792,13.334415675876837
2023-12-20,17768.843397558725,20488.2963928534,15.304614568601036
2023-12-21,2329.5528,3051.649940091639,30.997242908237116
2023-12-22,31516.92467680433,38034.34268815559,20.679105205172256
2023-12-23,7977.955972107765,10156.341072200064,27.305052919673777
2023-12-25,5042.569495097277,6720.998585458348,33.28519501799534
2023-12-26,31312.55190257985,38440.764930288,22.764714450248487
2023-12-27,24686.761281913074,29468.66426000173,19.37031319532445
2023-12-28,23760.80058515625,28953.90228826205,21.855752227262972
2023-12-29,17539.730970484397,21171.89183473426,20.70819028160699
2023-12-30,80598.74383480052,95236.1241198071,18.1608044847549
2023-12-31,17249.857225024414,20461.24505297393,18.61689512009842
