date,store_id,product_id,category,region,price,cost_price,static_price,dynamic_price,units_sold,static_revenue,dynamic_revenue,price_change_pct,inventory_pressure,demand_ratio,competitor_gap,seasonality,weather_condition,holiday,is_weekend
2022-01-01,S001,P0001,Groceries,North,33.5,23.45,0.0,33.5,127,0.0,4254.5,0.0,0.5474137931034483,0.9306074595149118,3.809999999999999,Autumn,Rainy,0,1
2022-01-01,S001,P0002,Toys,South,63.01,44.107,0.0,68.68,150,0.0,10302.000000000002,0.0,0.7317073170731707,1.0341974627688917,-3.1499999999999986,Autumn,Sunny,0,1
2022-01-01,S001,P0003,Toys,West,27.99,19.593,0.0,33.59,65,0.0,2183.3500000000004,0.0,0.6310679611650486,0.8664356171687551,-3.330000000000002,Summer,Sunny,1,1
2022-01-01,S001,P0004,Toys,North,32.72,22.904,0.0,31.41,61,0.0,1916.01,0.0,0.1297872340425531,0.9654954099398544,-2.020000000000003,Autumn,Cloudy,1,1
2022-01-01,S001,P0005,Electronics,East,73.64,51.548,73.64,83.95,14,1030.96,1175.3,14.000543183052692,0.0838323353293413,1.364522417153996,4.689999999999998,Summer,Sunny,0,1
2022-01-01,S001,P0006,Groceries,South,76.83,53.781,0.0,99.88,128,0.0,12784.64,0.0,0.920863309352518,0.9089617951995456,-2.519999999999996,Winter,Sunny,1,1
2022-01-01,S001,P0007,Furniture,East,34.16,23.912,0.0,35.18,97,0.0,3412.46,0.0,0.2694444444444444,0.8824599708879185,-2.390000000000001,Winter,Rainy,1,1
2022-01-01,S001,P0008,Clothing,North,97.99,68.593,0.0,113.67,312,0.0,35465.04,0.0,0.8188976377952756,0.9433677017506727,-2.1000000000000085,Spring,Cloudy,0,1
2022-01-01,S001,P0009,Electronics,West,20.74,14.518,0.0,24.89,175,0.0,4355.75,0.0,0.9510869565217392,0.9991435912075364,3.0799999999999983,Autumn,Cloudy,0,1
2022-01-01,S001,P0010,Toys,South,59.99,41.993,59.99,65.99,28,1679.72,1847.7199999999998,10.001666944490736,0.2568807339449541,1.099332548095799,-1.2199999999999989,Winter,Rainy,1,1
2022-01-01,S001,P0011,Furniture,South,58.53,40.971,0.0,63.21,150,0.0,9481.5,0.0,0.5791505791505791,0.9756732145180174,-2.890000000000001,Spring,Sunny,1,1
2022-01-01,S001,P0012,Clothing,West,58.25,40.775,0.0,51.84,24,0.0,1244.16,0.0,0.3582089552238806,0.8648648648648649,-3.960000000000001,Spring,Snowy,0,1
2022-01-01,S001,P0013,Toys,South,43.6,30.52,43.6,45.34,42,1831.2,1904.2800000000002,3.9908256880733988,0.4329896907216495,0.9891662741403674,-2.710000000000001,Spring,Cloudy,0,1
2022-01-01,S001,P0014,Clothing,West,78.11,54.677,78.11,79.67,12,937.3199999999999,956.04,1.997183459224174,0.0618556701030927,1.5384615384615383,-1.9500000000000028,Spring,Sunny,0,1
2022-01-01,S001,P0015,Clothing,North,92.99,65.093,0.0,111.59,369,0.0,41176.71,0.0,0.9710526315789474,1.012456785381112,-2.8100000000000023,Winter,Snowy,0,1
2022-01-01,S001,P0016,Electronics,North,21.9,15.33,0.0,25.62,255,0.0,6533.1,0.0,0.7005494505494505,0.993222715587754,1.629999999999999,Autumn,Cloudy,1,1
2022-01-01,S001,P0017,Toys,West,21.07,14.749,0.0,26.34,246,0.0,6479.64,0.0,0.7711598746081505,0.959550649451964,4.580000000000002,Winter,Sunny,0,1
2022-01-01,S001,P0018,Clothing,South,19.57,13.699,0.0,20.94,151,0.0,3161.94,0.0,0.6239669421487604,1.0184123558373237,-3.5599999999999987,Autumn,Cloudy,0,1
2022-01-01,S001,P0019,Clothing,East,73.28,51.296,0.0,84.27,257,0.0,21657.39,0.0,0.7280453257790368,0.957597436470676,-3.980000000000004,Winter,Cloudy,0,1
2022-01-01,S001,P0020,Toys,East,30.24,21.168,0.0,29.33,99,0.0,2903.6699999999996,0.0,0.36,0.8517594424847286,3.139999999999997,Spring,Cloudy,0,1
2022-01-01,S002,P0001,Groceries,South,32.8,22.96,0.0,34.11,104,0.0,3547.44,0.0,0.3023255813953488,0.9158960810215764,2.019999999999996,Spring,Sunny,1,1
2022-01-01,S002,P0002,Clothing,West,46.16,32.312,0.0,48.93,141,0.0,6899.13,0.0,0.3770053475935829,1.0320597277119017,0.9499999999999956,Winter,Rainy,1,1
2022-01-01,S002,P0003,Furniture,East,20.46,14.322,0.0,20.87,182,0.0,3798.34,0.0,0.4080717488789238,1.026450848795894,-1.5399999999999991,Spring,Snowy,1,1
2022-01-01,S002,P0004,Toys,West,26.19,18.333,26.19,26.45,63,1649.97,1666.35,0.9927453226422223,0.328125,1.133705236638474,-1.8699999999999972,Autumn,Cloudy,0,1
2022-01-01,S002,P0005,Toys,West,83.29,58.303,0.0,79.96,156,0.0,12473.759999999998,0.0,0.5531914893617021,1.0269914417379855,2.6500000000000057,Autumn,Rainy,0,1
2022-01-01,S002,P0006,Furniture,North,85.59,59.913,0.0,92.44,250,0.0,23110.0,0.0,0.5070993914807302,1.02639898181221,-1.2299999999999898,Winter,Cloudy,0,1
2022-01-01,S002,P0007,Groceries,West,91.13,63.791,0.0,114.82,393,0.0,45124.259999999995,0.0,0.8524945770065075,0.9764460345855694,-2.200000000000003,Summer,Sunny,0,1
2022-01-01,S002,P0008,Electronics,West,66.96,46.872,0.0,60.93,29,0.0,1766.97,0.0,0.0950819672131147,0.7936507936507937,1.5999999999999943,Summer,Snowy,0,1
2022-01-01,S002,P0009,Clothing,South,81.29,56.903,0.0,74.79,9,0.0,673.11,0.0,0.0789473684210526,0.5703422053231939,-0.769999999999996,Winter,Rainy,1,1
2022-01-01,S002,P0010,Electronics,North,60.84,42.588,60.84,71.18,126,7665.84,8968.68,16.99539776462854,0.7974683544303798,0.9420560747663552,-4.379999999999996,Winter,Snowy,1,1
